datetime,season,weather,temp,humidity,windspeed,casual,registered,count,hour,day,row
5/15/11 0:00,3,1,13.71,87.81,20.8,22,6,28,0,135,3217
5/15/11 1:00,4,1,14.1,93.62,23.42,38,189,227,1,135,3218
5/15/11 2:00,1,3,28.49,62.95,31.35,7,38,45,2,135,3219
5/15/11 3:00,4,3,13.9,37.2,49.74,9,147,156,3,135,3220
5/15/11 4:00,2,3,21.88,93.26,30,22,103,125,4,135,3221
5/15/11 5:00,4,1,12.48,35.16,46.34,28,183,211,5,135,3222
5/15/11 6:00,2,2,29.51,23.87,12.75,44,95,139,6,135,3223
5/15/11 7:00,3,2,8.32,46.2,19.92,31,193,224,7,135,3224
5/15/11 8:00,2,2,29.88,78.16,25.22,13,142,155,8,135,3225
5/15/11 9:00,4,4,23.08,93.86,16.15,15,148,163,9,135,3226
5/15/11 10:00,1,1,10.61,70.98,48.84,38,33,71,10,135,3227
5/15/11 11:00,2,2,21.26,96.15,36.28,47,34,81,11,135,3228
5/15/11 12:00,3,2,13.47,27.39,23.94,16,114,130,12,135,3229
5/15/11 13:00,2,2,14.7,24.86,37.57,19,4,23,13,135,3230
5/15/11 14:00,2,1,15.55,68.34,23.37,11,55,66,14,135,3231
5/15/11 15:00,2,2,6.9,97.29,0.86,8,82,90,15,135,3232
5/15/11 16:00,3,2,34.58,60.22,27.16,7,6,13,16,135,3233
5/15/11 17:00,4,1,5.95,24.12,31.26,40,52,92,17,135,3234
5/15/11 18:00,2,4,24.87,37.7,49.06,36,171,207,18,135,3235
5/15/11 19:00,2,3,16.14,39.58,2.04,20,185,205,19,135,3236
5/15/11 20:00,1,2,24.38,47.03,25.6,41,105,146,20,135,3237
5/15/11 21:00,3,3,15.69,23.49,4.91,31,41,72,21,135,3238
5/15/11 22:00,2,4,25.21,92.39,7.45,36,17,53,22,136,3239
5/15/11 23:00,3,4,26.88,61.25,30.52,45,5,50,23,136,3240
5/16/11 0:00,2,2,25.72,73.67,11.58,17,131,148,0,136,3241
5/16/11 1:00,4,1,8.42,25.37,37.46,28,196,224,1,136,3242
5/16/11 2:00,4,4,24.71,24.33,25.71,6,141,147,2,136,3243
5/16/11 3:00,2,3,13.4,66.92,10.91,39,168,207,3,136,3244
5/16/11 4:00,4,3,5.86,90.98,24.69,36,174,210,4,136,3245
5/16/11 5:00,2,3,17.44,62.28,0.04,5,96,101,5,136,3246
5/16/11 6:00,4,3,18.01,90.23,43.14,19,52,71,6,136,3247
5/16/11 7:00,1,4,19.02,84.88,0.63,8,20,28,7,136,3248
5/16/11 8:00,1,2,26.14,26.07,0.35,8,140,148,8,136,3249
5/16/11 9:00,1,2,14.27,36.16,30.58,7,193,200,9,136,3250
5/16/11 10:00,3,3,14.46,72.62,48.68,16,142,158,10,136,3251
5/16/11 11:00,3,2,6.82,55.48,42.8,23,98,121,11,136,3252
5/16/11 12:00,1,3,25.6,43.26,12.6,39,172,211,12,136,3253
5/16/11 13:00,3,3,22.03,53.49,9.83,22,83,105,13,136,3254
5/16/11 14:00,4,1,15.48,55.62,31.31,32,192,224,14,136,3255
5/16/11 15:00,2,4,26.16,92.84,41.13,21,173,194,15,136,3256
5/16/11 16:00,2,4,21.12,28.28,18.1,49,130,179,16,136,3257
5/16/11 17:00,2,3,19.08,42.38,21.62,46,144,190,17,136,3258
5/16/11 18:00,1,4,20.34,63.01,5.77,21,144,165,18,136,3259
5/16/11 19:00,3,2,24.09,75.86,7.64,26,19,45,19,136,3260
5/16/11 20:00,4,3,24.8,70.45,28.42,47,3,50,20,136,3261
5/16/11 21:00,4,1,13.67,95.33,5.13,1,74,75,21,136,3262
5/16/11 22:00,1,2,9.22,83.65,10.1,30,14,44,22,137,3263
5/16/11 23:00,4,1,9.7,64.57,11.73,12,56,68,23,137,3264
5/17/11 0:00,4,1,24.18,37.17,22.2,1,172,173,0,137,3265
5/17/11 1:00,4,4,31.19,56.07,2.28,45,26,71,1,137,3266
5/17/11 2:00,4,4,17.28,75.47,24.99,6,19,25,2,137,3267
5/17/11 3:00,3,3,10.09,87.04,46.43,10,107,117,3,137,3268
5/17/11 4:00,4,4,27.7,96.78,1.22,46,78,124,4,137,3269
5/17/11 5:00,2,1,29.97,68.44,31.55,25,133,158,5,137,3270
5/17/11 6:00,1,1,31.42,62.15,41.79,48,17,65,6,137,3271
5/17/11 7:00,3,2,23.2,21.42,15.62,20,85,105,7,137,3272
5/17/11 8:00,4,1,30.82,25.77,6.58,48,48,96,8,137,3273
5/17/11 9:00,3,3,5.46,32.49,2.17,14,151,165,9,137,3274
5/17/11 10:00,4,3,8.22,24.38,32.2,15,10,25,10,137,3275
5/17/11 11:00,2,4,7.78,52.07,27.61,8,145,153,11,137,3276
5/17/11 12:00,1,4,26.38,46.95,11.46,20,34,54,12,137,3277
5/17/11 13:00,4,4,7.09,70.99,41.58,40,54,94,13,137,3278
5/17/11 14:00,4,3,19.89,62.85,36.78,5,94,99,14,137,3279
5/17/11 15:00,4,1,19.18,67.68,13.82,0,27,27,15,137,3280
5/17/11 16:00,4,4,14.32,57.76,37.67,30,87,117,16,137,3281
5/17/11 17:00,1,2,31.11,42.22,12.25,4,163,167,17,137,3282
5/17/11 18:00,1,4,10.11,96.23,33.76,36,108,144,18,137,3283
5/17/11 19:00,2,3,15.57,26.91,5.93,25,23,48,19,137,3284
5/17/11 20:00,1,4,28.23,95.11,34.61,0,160,160,20,137,3285
5/17/11 21:00,4,1,5.91,44.9,11.94,0,115,115,21,137,3286
5/17/11 22:00,2,4,25.19,61.01,28.62,28,164,192,22,138,3287
5/17/11 23:00,2,3,29.49,28.71,8.62,21,140,161,23,138,3288
5/18/11 0:00,2,3,32.97,25.67,36.3,37,15,52,0,138,3289
5/18/11 1:00,4,2,31.29,54.36,3.04,40,111,151,1,138,3290
5/18/11 2:00,3,3,14.58,79.34,8.27,18,170,188,2,138,3291
5/18/11 3:00,4,2,22.59,41.55,9.21,27,72,99,3,138,3292
5/18/11 4:00,1,1,7.32,64.99,2.07,4,49,53,4,138,3293
5/18/11 5:00,1,3,12.74,42.29,37.25,20,110,130,5,138,3294
5/18/11 6:00,4,4,7.83,51.09,49.05,48,12,60,6,138,3295
5/18/11 7:00,4,1,14.46,92.52,38.92,21,70,91,7,138,3296
5/18/11 8:00,2,4,31.26,88.47,43.03,19,162,181,8,138,3297
5/18/11 9:00,4,4,15.42,61.28,0.3,11,34,45,9,138,3298
5/18/11 10:00,2,4,21.86,39.05,5.89,5,23,28,10,138,3299
5/18/11 11:00,1,1,18,35.45,27.95,28,180,208,11,138,3300
5/18/11 12:00,2,1,18.77,96.33,48.89,44,38,82,12,138,3301
5/18/11 13:00,4,3,34.09,36.22,33.04,39,146,185,13,138,3302
5/18/11 14:00,1,4,13.88,84.65,18.71,34,171,205,14,138,3303
5/18/11 15:00,3,2,23.82,49.52,7.31,10,125,135,15,138,3304
5/18/11 16:00,2,3,17.6,98.85,7.64,32,173,205,16,138,3305
5/18/11 17:00,1,1,6.83,49.45,18.14,24,172,196,17,138,3306
5/18/11 18:00,2,2,19.68,48.12,35.69,13,159,172,18,138,3307
5/18/11 19:00,1,1,29.4,71,1.59,28,4,32,19,138,3308
5/18/11 20:00,1,2,7.96,96.92,42.61,12,75,87,20,138,3309
5/18/11 21:00,2,3,7.09,98.1,47.08,14,103,117,21,138,3310
5/18/11 22:00,3,2,9.61,76.58,44.44,7,133,140,22,139,3311
5/18/11 23:00,1,3,27.93,80.37,45.65,46,81,127,23,139,3312
5/19/11 0:00,1,1,26.72,65.07,0.77,44,6,50,0,139,3313
5/19/11 1:00,1,2,21.95,80.46,48.89,32,14,46,1,139,3314
5/19/11 2:00,3,4,19.05,88.78,18.32,10,72,82,2,139,3315
5/19/11 3:00,3,4,31.65,58.89,43.46,14,19,33,3,139,3316
5/19/11 4:00,4,1,28,69.59,9.34,20,58,78,4,139,3317
5/19/11 5:00,2,2,29.36,62.99,22.33,35,3,38,5,139,3318
5/19/11 6:00,3,4,29.4,65,2.21,5,105,110,6,139,3319
5/19/11 7:00,2,3,24.28,91.2,2,24,39,63,7,139,3320
5/19/11 8:00,4,2,18.74,48.45,47.16,43,64,107,8,139,3321
5/19/11 9:00,2,2,30.94,36.65,40.53,0,34,34,9,139,3322
5/19/11 10:00,3,4,32.78,56.5,26.49,41,43,84,10,139,3323
5/19/11 11:00,2,3,5.71,36.65,26.27,49,6,55,11,139,3324
5/19/11 12:00,3,3,6.55,59.87,37.44,32,149,181,12,139,3325
5/19/11 13:00,2,3,33.76,92.28,17.08,38,22,60,13,139,3326
5/19/11 14:00,3,2,13.31,69.39,38.09,31,64,95,14,139,3327
5/19/11 15:00,3,1,31.2,88.43,24.25,1,87,88,15,139,3328
5/19/11 16:00,2,2,16.66,33.3,31.9,24,19,43,16,139,3329
5/19/11 17:00,4,2,8.57,92.07,48.24,39,31,70,17,139,3330
5/19/11 18:00,1,4,7.41,68.14,23.57,32,96,128,18,139,3331
5/19/11 19:00,4,1,9.7,22.54,20.92,37,163,200,19,139,3332
5/19/11 20:00,2,3,12.5,70.65,45.29,10,145,155,20,139,3333
5/19/11 21:00,4,4,19.66,96.11,45.13,18,96,114,21,139,3334
5/19/11 22:00,3,2,26.04,26.33,49.62,24,160,184,22,140,3335
5/19/11 23:00,1,1,34.59,66.6,27.54,27,68,95,23,140,3336
5/20/11 0:00,2,3,18.25,93.24,17.21,9,81,90,0,140,3337
5/20/11 1:00,2,3,20.55,20.78,12.02,30,8,38,1,140,3338
5/20/11 2:00,2,2,20.65,70.47,1.7,15,41,56,2,140,3339
5/20/11 3:00,1,3,21.18,57.99,36.34,47,198,245,3,140,3340
5/20/11 4:00,3,3,20.53,47.76,11.67,41,126,167,4,140,3341
5/20/11 5:00,2,1,5.26,70.2,30.33,17,109,126,5,140,3342
5/20/11 6:00,4,4,5.05,24.22,45.83,21,131,152,6,140,3343
5/20/11 7:00,2,1,7.93,80.25,47.51,49,173,222,7,140,3344
5/20/11 8:00,2,4,8.05,20.36,0.22,34,71,105,8,140,3345
5/20/11 9:00,2,4,26.15,44.55,15.85,11,151,162,9,140,3346
5/20/11 10:00,2,4,11.15,60.32,41.87,41,71,112,10,140,3347
5/20/11 11:00,3,3,31.84,50.16,26.82,27,123,150,11,140,3348
5/20/11 12:00,4,1,32.86,44.6,40.38,47,196,243,12,140,3349
5/20/11 13:00,3,3,34.28,86.47,42.67,8,22,30,13,140,3350
5/20/11 14:00,4,2,33.17,94.79,22.13,29,106,135,14,140,3351
5/20/11 15:00,2,1,13.16,89.9,17.95,17,182,199,15,140,3352
5/20/11 16:00,1,4,20.29,61.79,22.77,44,97,141,16,140,3353
5/20/11 17:00,3,3,10.26,90.73,32.64,23,142,165,17,140,3354
5/20/11 18:00,1,3,29.19,93.67,18.36,45,50,95,18,140,3355
5/20/11 19:00,3,1,31.65,52.74,38.75,18,122,140,19,140,3356
5/20/11 20:00,2,1,30.54,42.68,45.2,13,49,62,20,140,3357
5/20/11 21:00,3,4,18,27.86,14.12,1,174,175,21,140,3358
5/20/11 22:00,2,4,27.76,58.33,48.25,10,82,92,22,141,3359
5/20/11 23:00,3,2,7.93,95.7,31.14,25,24,49,23,141,3360
5/21/11 0:00,2,4,6.21,64.87,43.91,7,38,45,0,141,3361
5/21/11 1:00,2,3,27.6,73.4,5.2,2,67,69,1,141,3362
5/21/11 2:00,4,2,17.76,29.03,12.57,14,173,187,2,141,3363
5/21/11 3:00,2,2,34.87,31.48,16.05,44,71,115,3,141,3364
5/21/11 4:00,4,2,7.92,57.16,15.14,39,118,157,4,141,3365
5/21/11 5:00,2,1,30.67,96.1,8.59,12,105,117,5,141,3366
5/21/11 6:00,1,4,19.4,48.86,43.41,15,12,27,6,141,3367
5/21/11 7:00,2,2,29.81,90.2,20.93,21,165,186,7,141,3368
5/21/11 8:00,1,1,29.51,29.62,48.16,32,35,67,8,141,3369
5/21/11 9:00,1,1,32.48,69.36,29.17,1,164,165,9,141,3370
5/21/11 10:00,2,2,13.94,68.05,6.92,44,169,213,10,141,3371
5/21/11 11:00,1,2,33.49,88.79,27.3,28,119,147,11,141,3372
5/21/11 12:00,4,3,9.55,20.27,49.68,45,108,153,12,141,3373
5/21/11 13:00,3,2,7.46,35.19,28.26,33,123,156,13,141,3374
5/21/11 14:00,2,3,17.95,37.58,0.09,15,18,33,14,141,3375
5/21/11 15:00,1,2,29.85,96,46.65,13,36,49,15,141,3376
5/21/11 16:00,2,2,19.2,32.3,11.74,38,100,138,16,141,3377
5/21/11 17:00,4,4,29.88,22.96,34.43,45,192,237,17,141,3378
5/21/11 18:00,2,2,26.89,62.76,25.75,49,84,133,18,141,3379
5/21/11 19:00,2,2,11.28,62.28,16.27,48,38,86,19,141,3380
5/21/11 20:00,1,3,33.47,87.52,14.13,4,153,157,20,141,3381
5/21/11 21:00,4,3,6.82,95.91,46.44,42,41,83,21,141,3382
5/21/11 22:00,3,4,31.95,63.08,45.6,17,189,206,22,142,3383
5/21/11 23:00,3,2,14.13,94.4,25.66,47,52,99,23,142,3384
5/22/11 0:00,1,2,20,78.01,12.92,25,194,219,0,142,3385
5/22/11 1:00,2,3,17.67,41.16,5.12,9,49,58,1,142,3386
5/22/11 2:00,1,1,10.16,94.27,7.83,5,104,109,2,142,3387
5/22/11 3:00,1,1,15.74,73.4,26.11,13,196,209,3,142,3388
5/22/11 4:00,1,1,10.79,53.13,15.39,1,106,107,4,142,3389
5/22/11 5:00,2,3,11.12,74.42,2.1,26,156,182,5,142,3390
5/22/11 6:00,4,3,10.61,52.11,22.76,8,129,137,6,142,3391
5/22/11 7:00,1,1,19.67,29.13,37.31,12,17,29,7,142,3392
5/22/11 8:00,2,1,28.94,77.52,44.58,20,59,79,8,142,3393
5/22/11 9:00,4,2,22.07,85.93,29.26,43,115,158,9,142,3394
5/22/11 10:00,1,3,31.8,78.3,36.16,1,141,142,10,142,3395
5/22/11 11:00,3,3,24.1,38.33,18.2,2,117,119,11,142,3396
5/22/11 12:00,4,1,25.68,96.53,24.81,12,167,179,12,142,3397
5/22/11 13:00,1,1,25.03,22.02,36.48,20,191,211,13,142,3398
5/22/11 14:00,4,4,18.48,46.61,36.38,32,29,61,14,142,3399
5/22/11 15:00,4,3,25.68,40.81,21.23,19,28,47,15,142,3400
5/22/11 16:00,4,4,7.09,23.85,27.18,35,156,191,16,142,3401
5/22/11 17:00,4,2,30.8,52.46,46.19,17,18,35,17,142,3402
5/22/11 18:00,4,4,28.33,69.85,31.6,24,89,113,18,142,3403
5/22/11 19:00,4,1,12.36,90.6,32.13,44,109,153,19,142,3404
5/22/11 20:00,1,3,28.04,99.18,39.23,37,57,94,20,142,3405
5/22/11 21:00,3,3,5.38,84.65,5.76,24,115,139,21,142,3406
5/22/11 22:00,2,4,11.52,57.49,26.14,37,39,76,22,143,3407
5/22/11 23:00,4,4,6.95,77.9,47.97,14,8,22,23,143,3408
5/23/11 0:00,2,2,28.41,87.49,18.08,49,120,169,0,143,3409
5/23/11 1:00,1,2,27.68,57.22,14.75,16,109,125,1,143,3410
5/23/11 2:00,4,1,29.41,82.8,30.06,45,107,152,2,143,3411
5/23/11 3:00,3,1,5.13,58.61,11.06,35,158,193,3,143,3412
5/23/11 4:00,2,1,20.04,50.92,27.8,28,77,105,4,143,3413
5/23/11 5:00,4,4,26.15,62.09,7.78,32,94,126,5,143,3414
5/23/11 6:00,1,4,9.66,74.07,28.99,31,142,173,6,143,3415
5/23/11 7:00,3,3,24.49,78.15,30.12,7,33,40,7,143,3416
5/23/11 8:00,2,1,7.52,48.54,20.92,42,61,103,8,143,3417
5/23/11 9:00,2,4,10.44,65.71,19.14,12,73,85,9,143,3418
5/23/11 10:00,4,3,19.27,92.79,12.27,16,56,72,10,143,3419
5/23/11 11:00,3,1,24.61,98.11,16.55,20,148,168,11,143,3420
5/23/11 12:00,3,2,9.38,38.18,24.92,13,102,115,12,143,3421
5/23/11 13:00,3,2,10.56,35.43,12.38,24,53,77,13,143,3422
5/23/11 14:00,3,4,11.13,74.13,39.14,48,164,212,14,143,3423
5/23/11 15:00,1,3,12.16,53.17,35.45,23,167,190,15,143,3424
5/23/11 16:00,3,2,11.8,21.94,13.47,32,19,51,16,143,3425
5/23/11 17:00,2,3,16.85,47.75,4.87,7,108,115,17,143,3426
5/23/11 18:00,2,3,24.61,84.54,0.01,27,198,225,18,143,3427
5/23/11 19:00,1,2,18.14,83.79,29.84,18,145,163,19,143,3428
5/23/11 20:00,2,3,28.28,59.57,10.57,10,171,181,20,143,3429
5/23/11 21:00,2,2,26.58,57.81,0.63,9,183,192,21,143,3430
5/23/11 22:00,3,4,8.8,66.36,17.95,0,16,16,22,144,3431
5/23/11 23:00,2,1,6.47,37.55,48.1,4,41,45,23,144,3432
5/24/11 0:00,1,1,31.34,62.08,34.5,15,198,213,0,144,3433
5/24/11 1:00,3,4,7.39,20.88,42.89,19,155,174,1,144,3434
5/24/11 2:00,4,2,9.45,58.04,7.24,19,20,39,2,144,3435
5/24/11 3:00,3,2,5.66,46.88,3.66,27,164,191,3,144,3436
5/24/11 4:00,1,2,23.85,73.99,0.58,4,150,154,4,144,3437
5/24/11 5:00,3,2,22.47,71.07,47.78,47,110,157,5,144,3438
5/24/11 6:00,3,4,34.61,50.47,15.01,2,47,49,6,144,3439
5/24/11 7:00,1,1,31.61,20.58,22.98,29,58,87,7,144,3440
5/24/11 8:00,3,3,17.33,40.18,19.73,22,127,149,8,144,3441
5/24/11 9:00,1,3,16.15,70.67,36.52,33,111,144,9,144,3442
5/24/11 10:00,1,1,13.91,25.79,15.5,48,51,99,10,144,3443
5/24/11 11:00,4,4,9.57,28.61,26.77,27,16,43,11,144,3444
5/24/11 12:00,2,3,9.14,71.76,49.78,0,37,37,12,144,3445
5/24/11 13:00,2,1,8.97,80.46,22.2,47,128,175,13,144,3446
5/24/11 14:00,3,4,8.42,45.72,27.56,26,74,100,14,144,3447
5/24/11 15:00,3,3,12.22,59.17,25.13,33,160,193,15,144,3448
5/24/11 16:00,4,2,14.2,95.66,40.16,30,94,124,16,144,3449
5/24/11 17:00,4,2,33.85,95.64,13.34,31,43,74,17,144,3450
5/24/11 18:00,4,4,22.35,44.6,8.52,6,87,93,18,144,3451
5/24/11 19:00,1,2,34.63,84.8,37.7,42,19,61,19,144,3452
5/24/11 20:00,4,4,16.17,67.52,20.78,37,174,211,20,144,3453
5/24/11 21:00,4,1,18.73,98.04,45.69,33,68,101,21,144,3454
5/24/11 22:00,3,1,14.74,58.21,32.21,45,169,214,22,145,3455
5/24/11 23:00,4,3,10.49,81.98,28.22,3,153,156,23,145,3456
5/25/11 0:00,1,4,9.29,81.45,3.52,18,48,66,0,145,3457
5/25/11 1:00,1,3,33.35,59.79,36.52,21,105,126,1,145,3458
5/25/11 2:00,3,3,34.6,83.65,34.3,28,70,98,2,145,3459
5/25/11 3:00,4,1,6.35,40.88,32,33,17,50,3,145,3460
5/25/11 4:00,4,3,9.51,29.78,13.4,33,101,134,4,145,3461
5/25/11 5:00,1,2,17.71,54.01,47.34,44,94,138,5,145,3462
5/25/11 6:00,4,3,10.59,95.49,16.08,44,8,52,6,145,3463
5/25/11 7:00,4,4,15.92,60.06,7.61,2,65,67,7,145,3464
5/25/11 8:00,4,2,8.87,70.82,49.36,20,59,79,8,145,3465
5/25/11 9:00,2,1,18.7,69.93,37.31,37,107,144,9,145,3466
5/25/11 10:00,3,4,13.15,30.61,20.74,20,36,56,10,145,3467
5/25/11 11:00,2,2,15.56,51.22,46.8,16,174,190,11,145,3468
5/25/11 12:00,3,4,7.83,76.56,4.56,28,28,56,12,145,3469
5/25/11 13:00,1,2,17.84,97.76,4.38,32,62,94,13,145,3470
5/25/11 14:00,4,4,34.5,33.44,34.12,38,14,52,14,145,3471
5/25/11 15:00,3,4,14.86,52.84,8.9,25,8,33,15,145,3472
5/25/11 16:00,2,2,31.29,27.61,45.86,6,79,85,16,145,3473
5/25/11 17:00,4,1,30.3,39.39,42.02,44,65,109,17,145,3474
5/25/11 18:00,1,1,33.56,50.14,15.32,8,0,8,18,145,3475
5/25/11 19:00,3,4,28.7,63.25,44.44,17,120,137,19,145,3476
5/25/11 20:00,3,4,24.79,38.45,2.14,0,8,8,20,145,3477
5/25/11 21:00,3,1,30.7,38.21,27.43,10,56,66,21,145,3478
5/25/11 22:00,4,1,7.27,82.23,46.78,21,183,204,22,146,3479
5/25/11 23:00,2,3,18.88,97.01,42.77,31,147,178,23,146,3480
5/26/11 0:00,2,1,34.68,45.89,17.8,42,120,162,0,146,3481
5/26/11 1:00,3,4,28.09,75.04,9.14,9,1,10,1,146,3482
5/26/11 2:00,1,2,33.86,40.65,10.53,48,0,48,2,146,3483
5/26/11 3:00,1,1,28.39,94.24,25.73,26,73,99,3,146,3484
5/26/11 4:00,2,3,31.25,73.83,29.84,48,53,101,4,146,3485
5/26/11 5:00,1,3,26.2,84.21,1.64,11,18,29,5,146,3486
5/26/11 6:00,2,3,27.82,23.95,20.68,29,17,46,6,146,3487
5/26/11 7:00,3,2,20.7,67.88,41.52,9,23,32,7,146,3488
5/26/11 8:00,2,1,32.73,62.21,22.22,11,126,137,8,146,3489
5/26/11 9:00,2,1,29.75,43.44,8.46,37,51,88,9,146,3490
5/26/11 10:00,3,1,30.32,40.99,47.74,20,19,39,10,146,3491
5/26/11 11:00,1,2,25.19,66.4,13.31,26,138,164,11,146,3492
5/26/11 12:00,2,2,14.14,76.52,39.92,5,72,77,12,146,3493
5/26/11 13:00,2,4,6.07,22.65,9.69,37,187,224,13,146,3494
5/26/11 14:00,3,3,33.07,65.39,21.16,7,15,22,14,146,3495
5/26/11 15:00,1,3,22.58,33.64,24.52,36,140,176,15,146,3496
5/26/11 16:00,2,1,13.94,31.23,25.03,5,180,185,16,146,3497
5/26/11 17:00,3,2,9.47,69.85,25.82,33,5,38,17,146,3498
5/26/11 18:00,2,2,29.89,44.87,11.25,48,24,72,18,146,3499
5/26/11 19:00,4,1,30.1,55.27,25.8,39,62,101,19,146,3500
5/26/11 20:00,3,1,29.44,48.8,24.09,21,174,195,20,146,3501
5/26/11 21:00,1,4,24.35,71.87,10.44,28,14,42,21,146,3502
5/26/11 22:00,1,3,15.98,57.61,49.41,8,53,61,22,147,3503
5/26/11 23:00,1,3,14.12,97.08,43.28,20,170,190,23,147,3504
5/27/11 0:00,1,3,5.26,48.19,44.38,31,127,158,0,147,3505
5/27/11 1:00,2,4,30.01,79.22,34.28,7,13,20,1,147,3506
5/27/11 2:00,2,1,7.62,40.58,7.99,42,33,75,2,147,3507
5/27/11 3:00,1,1,23.92,60.7,28.4,9,129,138,3,147,3508
5/27/11 4:00,1,3,20.12,64.21,41.07,48,19,67,4,147,3509
5/27/11 5:00,1,3,20.8,46.33,1.94,22,105,127,5,147,3510
5/27/11 6:00,2,4,32.8,57.74,24.79,19,15,34,6,147,3511
5/27/11 7:00,1,2,5.95,42.34,19.81,12,194,206,7,147,3512
5/27/11 8:00,1,2,28.2,20.48,10.61,21,157,178,8,147,3513
5/27/11 9:00,4,3,6.56,37.25,18.91,40,102,142,9,147,3514
5/27/11 10:00,4,4,6.14,76.01,49.17,14,50,64,10,147,3515
5/27/11 11:00,1,3,17.89,81.68,36.16,30,130,160,11,147,3516
5/27/11 12:00,3,2,6.89,42.42,14.98,44,76,120,12,147,3517
5/27/11 13:00,1,3,28.67,52.64,30.27,31,127,158,13,147,3518
5/27/11 14:00,4,2,20.89,22.99,12.33,44,178,222,14,147,3519
5/27/11 15:00,3,2,5.87,38.97,30.54,12,120,132,15,147,3520
5/27/11 16:00,3,2,6.22,82.34,44.81,24,45,69,16,147,3521
5/27/11 17:00,1,1,23.38,68.48,27.84,20,39,59,17,147,3522
5/27/11 18:00,4,1,29.18,36.46,36.67,3,28,31,18,147,3523
5/27/11 19:00,4,3,18.13,40.6,22.67,41,150,191,19,147,3524
5/27/11 20:00,3,2,21.64,85.34,26.21,14,144,158,20,147,3525
5/27/11 21:00,1,1,28.99,36.73,34.75,20,92,112,21,147,3526
5/27/11 22:00,2,3,23.32,46.73,40.62,41,68,109,22,148,3527
5/27/11 23:00,2,3,11.74,73.15,32.97,7,84,91,23,148,3528
5/28/11 0:00,4,3,23.39,64.89,48.87,30,65,95,0,148,3529
5/28/11 1:00,2,3,23.85,56.87,40.99,9,150,159,1,148,3530
5/28/11 2:00,4,3,27.02,91.98,38.86,20,74,94,2,148,3531
5/28/11 3:00,4,4,23.63,37.58,42.26,16,150,166,3,148,3532
5/28/11 4:00,4,2,34.08,79.31,14.06,4,134,138,4,148,3533
5/28/11 5:00,2,3,10.92,32.73,21.6,12,170,182,5,148,3534
5/28/11 6:00,4,4,33.53,69.26,28.22,20,189,209,6,148,3535
5/28/11 7:00,3,2,21.15,89.65,23.12,43,33,76,7,148,3536
5/28/11 8:00,1,1,25.16,56.63,42.37,11,101,112,8,148,3537
5/28/11 9:00,1,3,7.98,77.94,1.35,24,104,128,9,148,3538
5/28/11 10:00,4,4,16.42,85.63,10.46,27,112,139,10,148,3539
5/28/11 11:00,1,1,28.08,30.88,44.09,1,50,51,11,148,3540
5/28/11 12:00,2,4,26.21,76.47,2.96,20,171,191,12,148,3541
5/28/11 13:00,2,2,6.2,93.59,11.35,40,69,109,13,148,3542
5/28/11 14:00,1,2,21.4,66.11,17.56,21,182,203,14,148,3543
5/28/11 15:00,2,1,7.65,34.89,37.54,1,65,66,15,148,3544
5/28/11 16:00,1,4,34.88,30.16,28.01,29,95,124,16,148,3545
5/28/11 17:00,1,3,31.92,40.78,47.73,0,57,57,17,148,3546
5/28/11 18:00,1,3,5.63,28.28,11.39,45,119,164,18,148,3547
5/28/11 19:00,4,1,30.76,61.07,43.61,12,170,182,19,148,3548
5/28/11 20:00,1,1,32.58,25.58,14.15,2,110,112,20,148,3549
5/28/11 21:00,4,1,15.61,37.87,12.27,19,60,79,21,148,3550
5/28/11 22:00,1,4,26.59,55.19,24.92,4,165,169,22,149,3551
5/28/11 23:00,1,3,18.26,57.91,3.56,1,155,156,23,149,3552
5/29/11 0:00,1,3,24.66,65.23,19.22,25,184,209,0,149,3553
5/29/11 1:00,2,3,15.21,76.45,17.78,28,40,68,1,149,3554
5/29/11 2:00,4,1,14.68,23.78,8.01,17,49,66,2,149,3555
5/29/11 3:00,4,3,17.73,26.45,43.04,8,89,97,3,149,3556
5/29/11 4:00,1,2,9.37,24.87,19.29,21,89,110,4,149,3557
5/29/11 5:00,1,1,29.93,53.85,49.1,27,188,215,5,149,3558
5/29/11 6:00,2,3,15.46,23.35,44.99,11,68,79,6,149,3559
5/29/11 7:00,2,4,17,79.69,9.74,36,190,226,7,149,3560
5/29/11 8:00,2,1,31.82,37.84,25.26,17,120,137,8,149,3561
5/29/11 9:00,4,2,19.9,95.14,30.09,33,80,113,9,149,3562
5/29/11 10:00,4,2,21.33,58.91,40.95,41,25,66,10,149,3563
5/29/11 11:00,4,4,33.69,55.71,44.28,41,153,194,11,149,3564
5/29/11 12:00,1,4,31.6,82.44,31.2,2,106,108,12,149,3565
5/29/11 13:00,4,1,10.08,77.05,1.76,45,150,195,13,149,3566
5/29/11 14:00,3,1,19.2,68.58,24.06,4,179,183,14,149,3567
5/29/11 15:00,3,2,34.14,94.81,44.24,22,87,109,15,149,3568
5/29/11 16:00,2,4,16.17,53.78,35.7,12,104,116,16,149,3569
5/29/11 17:00,4,1,16.15,84.68,43.51,23,72,95,17,149,3570
5/29/11 18:00,3,2,10.85,50.41,33.7,27,115,142,18,149,3571
5/29/11 19:00,2,4,8.43,87.07,2.2,16,197,213,19,149,3572
5/29/11 20:00,4,2,27.21,40.76,48.4,5,131,136,20,149,3573
5/29/11 21:00,1,3,28.1,43.14,45.9,26,0,26,21,149,3574
